edad_piloto,experiencia_piloto,peso_piloto,altura_piloto,presupuesto_equipo_millones,potencia_motor_hp,peso_coche_kg,downforce_kg,eficiencia_combustible,temperatura_pista_c,tipo_neumaticos,condiciones_climaticas,tiempo_vuelta_segundos,puntos_carrera,termino_podio,posicion_final,desgaste_neumaticos_vuelta,imc_piloto,relacion_potencia_peso,experiencia_edad_ratio,tipo_neumaticos_soft,tipo_neumaticos_medium,tipo_neumaticos_hard,condiciones_lluvia
32,4,74.2,176.2,93.63,903.0,877.8,346.2,0.632,34,Soft,Lluvia intensa,76.287,12.9,1,5.0,0.8916,23.9,1.029,0.125,1,0,0,1
35,7,72.3,173.3,89.21,931.0,658.0,371.7,0.942,16,Medium,Lluvia intensa,56.285,10.5,1,1.0,0.5817,24.1,1.415,0.2,0,1,0,1
29,2,67.8,183.9,216.83,863.0,706.1,315.4,1.174,16,Intermediate,Lluvia ligera,63.778,11.1,1,3.0,0.6713,20.0,1.222,0.069,0,0,0,1
18,12,63.1,189.8,151.92,821.0,708.1,323.6,0.867,15,Medium,Soleado,66.742,14.0,1,1.0,0.6541,17.5,1.159,0.667,0,1,0,0
25,11,81.8,177.8,114.35,729.0,751.3,438.4,0.701,29,Hard,Nublado,62.808,12.6,1,1.0,0.7137,25.9,0.97,0.44,0,0,1,0
30,7,76.4,180.5,91.13,966.0,663.5,339.9,0.631,41,Wet,Lluvia ligera,56.05,10.4,1,1.0,0.6509,23.4,1.456,0.233,0,0,0,1
31,18,69.0,186.4,120.57,762.0,788.1,313.1,0.87,16,Medium,Lluvia intensa,79.292,17.9,1,1.0,0.7536,19.9,0.967,0.581,0,1,0,1
35,16,68.9,174.7,146.29,849.0,747.7,420.3,0.662,40,Medium,Soleado,66.299,16.4,1,1.0,0.7425,22.6,1.135,0.457,0,1,0,0
24,3,72.3,177.6,89.88,1043.0,862.4,216.8,0.716,31,Soft,Soleado,75.351,7.3,1,5.0,0.8959,22.9,1.209,0.125,1,0,0,0
21,15,76.7,171.8,220.02,1003.0,753.2,350.8,0.633,33,Medium,Soleado,56.889,15.8,1,1.0,0.739,26.0,1.332,0.714,0,1,0,0
41,7,65.7,176.6,73.2,739.0,767.9,393.1,0.606,37,Soft,Soleado,71.783,4.3,1,1.0,0.7262,21.1,0.962,0.171,1,0,0,0
39,5,70.3,175.0,153.24,759.0,757.7,289.4,0.77,28,Hard,Lluvia ligera,80.516,9.8,1,1.0,0.7594,23.0,1.002,0.128,0,0,1,1
34,13,72.0,175.8,180.98,902.0,759.6,278.5,1.029,26,Hard,Nublado,69.628,16.4,1,1.0,0.7414,23.3,1.187,0.382,0,0,1,0
29,5,66.7,162.1,177.77,763.0,792.8,354.4,0.903,33,Medium,Soleado,73.504,9.6,1,1.0,0.7606,25.4,0.962,0.172,0,1,0,0
20,10,69.9,177.5,194.28,867.0,764.6,429.7,0.807,32,Soft,Lluvia ligera,61.651,16.3,1,1.0,0.708,22.2,1.134,0.5,1,0,0,1
19,3,71.1,177.0,154.89,748.0,679.6,315.4,0.789,39,Hard,Lluvia intensa,72.757,9.8,1,1.0,0.6898,22.7,1.101,0.158,0,0,1,1
30,5,69.1,174.8,126.67,897.0,781.3,329.6,0.967,30,Soft,Soleado,67.081,14.9,1,6.0,0.83,22.6,1.148,0.167,1,0,0,0
38,4,70.0,170.8,213.35,729.0,853.2,456.6,0.896,19,Intermediate,Nublado,70.009,13.8,1,1.0,0.7483,24.0,0.854,0.105,0,0,0,0
27,16,63.6,168.2,134.26,808.0,749.5,478.4,0.703,40,Intermediate,Nublado,59.235,20.4,1,1.0,0.7035,22.5,1.078,0.593,0,0,0,0
30,8,74.9,168.7,73.11,761.0,749.1,373.2,0.916,22,Medium,Soleado,68.907,8.0,1,1.0,0.7075,26.3,1.016,0.267,0,1,0,0
34,1,70.2,172.9,146.87,693.0,781.5,351.5,0.868,44,Medium,Lluvia ligera,82.262,16.1,0,5.0,0.791,23.5,0.887,0.029,0,1,0,1
36,12,68.5,179.2,146.59,934.0,737.2,311.0,0.979,26,Medium,Nublado,67.025,12.5,1,1.0,0.7505,21.3,1.267,0.333,0,1,0,0
19,2,73.8,175.8,166.26,807.0,741.2,393.6,0.952,20,Hard,Nublado,65.231,12.7,1,6.0,0.6914,23.9,1.089,0.105,0,0,1,0
36,7,75.6,173.3,118.7,818.0,736.1,416.3,1.138,29,Medium,Lluvia ligera,59.669,12.3,1,1.0,0.6438,25.2,1.111,0.194,0,1,0,1
20,18,72.6,172.1,122.94,941.0,737.3,213.6,0.684,22,Soft,Soleado,77.551,17.6,1,1.0,0.7591,24.5,1.276,0.9,1,0,0,0
28,5,70.6,162.6,118.23,958.0,729.2,283.7,0.792,41,Soft,Soleado,69.067,8.7,0,5.0,0.7325,26.7,1.314,0.179,1,0,0,0
25,6,68.5,177.4,154.44,765.0,741.0,333.0,0.816,18,Soft,Lluvia ligera,73.174,10.2,1,1.0,0.6852,21.8,1.032,0.24,1,0,0,1
27,13,68.5,176.0,99.81,898.0,854.3,310.0,0.789,21,Medium,Soleado,74.2,15.0,1,1.0,0.8462,22.1,1.051,0.481,0,1,0,0
32,15,74.3,182.8,164.13,737.0,733.1,246.8,0.666,34,Intermediate,Lluvia ligera,84.649,14.8,1,1.0,0.7753,22.2,1.005,0.469,0,0,0,1
30,10,64.9,177.3,166.99,1028.0,627.0,407.6,1.147,36,Soft,Soleado,41.538,16.0,1,1.0,0.5705,20.6,1.64,0.333,1,0,0,0
19,1,63.5,170.9,159.46,737.0,680.9,382.9,0.865,26,Medium,Soleado,67.579,10.3,1,1.0,0.6315,21.7,1.082,0.053,0,1,0,0
20,12,70.6,183.2,112.79,984.0,759.0,417.4,0.929,27,Soft,Nublado,53.781,13.8,1,1.0,0.7441,21.0,1.296,0.6,1,0,0,0
23,8,59.5,180.7,243.04,807.0,661.5,235.6,0.904,21,Soft,Nublado,70.774,15.6,1,5.0,0.6841,18.2,1.22,0.348,1,0,0,0
27,16,68.3,179.5,193.95,800.0,812.1,320.8,0.953,34,Soft,Soleado,79.305,17.0,1,1.0,0.8556,21.2,0.985,0.593,1,0,0,0
36,16,77.9,192.2,133.03,929.0,837.2,303.6,0.765,43,Soft,Lluvia intensa,76.405,17.7,1,1.0,0.917,21.1,1.11,0.444,1,0,0,1
41,18,69.4,177.4,229.02,961.0,653.5,327.4,0.921,23,Hard,Lluvia ligera,53.522,16.4,1,1.0,0.6464,22.1,1.471,0.439,0,0,1,1
33,11,68.1,186.2,137.83,902.0,803.0,317.6,0.512,25,Medium,Nublado,70.075,17.6,1,1.0,0.7938,19.6,1.123,0.333,0,1,0,0
23,19,58.7,175.5,163.29,1063.0,803.2,395.4,0.857,40,Medium,Nublado,57.468,19.2,1,1.0,0.7516,19.1,1.323,0.826,0,1,0,0
32,13,62.1,187.3,148.77,778.0,719.8,387.7,0.708,36,Hard,Soleado,70.606,12.6,1,1.0,0.6769,17.7,1.081,0.406,0,0,1,0
22,17,70.9,178.4,169.36,710.0,685.3,293.5,1.033,41,Soft,Nublado,74.409,13.5,1,1.0,0.7154,22.3,1.036,0.773,1,0,0,0
39,7,72.4,173.5,67.3,895.0,698.9,404.8,0.712,25,Intermediate,Nublado,58.027,16.9,1,1.0,0.6443,24.1,1.281,0.179,0,0,0,0
20,18,62.2,170.3,235.5,863.0,723.6,441.2,1.226,31,Intermediate,Lluvia ligera,56.085,17.4,1,1.0,0.6909,21.4,1.193,0.9,0,0,0,1
18,17,73.2,183.1,182.66,896.0,774.2,181.9,0.902,17,Soft,Soleado,83.261,17.7,1,1.0,0.8366,21.8,1.157,0.944,1,0,0,0
27,10,72.3,183.2,237.71,845.0,831.4,308.4,0.876,41,Intermediate,Soleado,79.04,14.9,1,1.0,0.8699,21.5,1.016,0.37,0,0,0,0
28,17,68.6,182.6,171.56,738.0,713.8,473.3,0.882,39,Intermediate,Soleado,55.11,15.1,1,1.0,0.6438,20.6,1.034,0.607,0,0,0,0
22,3,68.9,179.2,220.02,855.0,763.7,312.6,0.877,28,Medium,Lluvia ligera,74.922,13.8,1,3.0,0.8009,21.5,1.12,0.136,0,1,0,1
26,7,74.0,181.7,162.26,801.0,745.1,298.2,0.681,36,Soft,Lluvia ligera,75.116,16.0,1,1.0,0.7842,22.4,1.075,0.269,1,0,0,1
27,8,62.7,166.0,183.57,823.0,768.2,512.2,0.631,19,Hard,Lluvia intensa,51.473,13.3,1,1.0,0.6739,22.8,1.071,0.296,0,0,1,1
25,11,70.4,183.1,145.39,770.0,717.2,336.4,0.841,15,Soft,Soleado,70.532,16.4,1,1.0,0.6778,21.0,1.074,0.44,1,0,0,0
21,4,71.5,167.6,186.14,832.0,734.4,471.5,0.831,20,Medium,Lluvia ligera,54.44,15.7,1,1.0,0.618,25.5,1.133,0.19,0,1,0,1
34,4,69.9,194.7,239.15,666.0,776.1,313.0,0.755,20,Intermediate,Nublado,83.154,12.8,1,2.0,0.7352,18.4,0.858,0.118,0,0,0,0
21,9,69.5,169.0,132.42,829.0,722.7,341.5,0.611,41,Soft,Nublado,67.051,18.2,1,1.0,0.748,24.3,1.147,0.429,1,0,0,0
39,16,66.1,161.8,158.66,992.0,757.6,302.5,0.918,29,Medium,Lluvia intensa,68.889,18.7,1,1.0,0.7691,25.2,1.309,0.41,0,1,0,1
25,15,72.1,172.0,103.09,838.0,849.6,519.8,0.908,43,Intermediate,Nublado,57.852,14.7,1,1.0,0.7902,24.4,0.986,0.6,0,0,0,0
35,18,75.2,181.9,112.49,898.0,752.2,312.5,0.827,40,Medium,Nublado,72.014,18.0,1,1.0,0.776,22.7,1.194,0.514,0,1,0,0
36,19,66.5,170.7,78.93,817.0,786.5,424.5,0.679,27,Medium,Nublado,62.577,14.3,1,1.0,0.729,22.8,1.039,0.528,0,1,0,0
32,4,66.7,168.0,95.75,749.0,782.8,350.7,0.921,33,Intermediate,Nublado,73.066,8.8,1,1.0,0.786,23.6,0.957,0.125,0,0,0,0
34,17,64.1,168.4,153.96,512.0,734.5,350.0,0.798,36,Intermediate,Soleado,83.632,16.1,1,1.0,0.735,22.6,0.697,0.5,0,0,0,0
23,18,65.6,169.5,250.14,905.0,665.7,315.5,1.05,19,Wet,Soleado,59.27,12.5,1,1.0,0.6273,22.8,1.359,0.783,0,0,0,0
22,5,74.4,182.4,201.95,945.0,715.2,345.1,0.963,44,Medium,Lluvia intensa,59.359,10.5,1,1.0,0.7514,22.4,1.321,0.227,0,1,0,1
35,1,68.2,177.4,208.37,867.0,677.6,311.1,0.812,32,Soft,Nublado,67.402,11.7,1,8.0,0.6849,21.7,1.28,0.029,1,0,0,0
24,11,66.5,177.2,190.69,820.0,825.9,354.9,0.491,37,Medium,Lluvia ligera,77.726,17.8,1,1.0,0.7867,21.2,0.993,0.458,0,1,0,1
29,13,66.8,171.0,152.1,931.0,716.6,325.5,0.667,31,Hard,Nublado,63.991,21.4,1,1.0,0.732,22.8,1.299,0.448,0,0,1,0
26,3,66.8,157.1,110.42,931.0,821.0,187.5,0.852,17,Soft,Soleado,83.738,11.1,1,1.0,0.8311,27.1,1.134,0.115,1,0,0,0
19,1,63.8,192.3,245.54,811.0,801.8,375.0,0.865,17,Medium,Soleado,69.344,11.2,0,1.0,0.7731,17.3,1.011,0.053,0,1,0,0
23,11,78.8,165.6,108.87,863.0,749.0,442.0,0.967,31,Wet,Lluvia ligera,54.567,18.1,1,1.0,0.6783,28.7,1.152,0.478,0,0,0,1
38,17,75.5,172.0,168.41,940.0,747.4,361.7,0.87,32,Soft,Nublado,61.768,13.6,1,1.0,0.7079,25.5,1.258,0.447,1,0,0,0
26,3,69.8,176.9,220.55,906.0,716.2,440.8,0.978,22,Medium,Lluvia ligera,53.438,16.6,1,1.0,0.6386,22.3,1.265,0.115,0,1,0,1
40,4,73.4,168.1,167.77,1013.0,713.2,344.6,0.655,17,Wet,Lluvia intensa,54.511,6.4,1,1.0,0.6556,26.0,1.42,0.1,0,0,0,1
33,5,63.4,171.1,162.61,875.0,722.6,292.2,0.698,17,Intermediate,Lluvia ligera,67.956,14.4,1,2.0,0.6956,21.7,1.211,0.152,0,0,0,1
20,13,67.7,162.9,181.86,827.0,750.7,350.6,0.809,29,Soft,Soleado,70.164,15.7,1,1.0,0.7232,25.5,1.102,0.65,1,0,0,0
25,4,67.1,170.7,201.38,1019.0,822.2,307.3,0.499,37,Intermediate,Lluvia ligera,69.04,14.0,1,1.0,0.8423,23.0,1.239,0.16,0,0,0,1
22,5,69.9,176.8,170.42,841.0,762.5,267.2,0.824,18,Soft,Nublado,80.67,13.0,1,3.0,0.7523,22.4,1.103,0.227,1,0,0,0
18,11,70.0,169.3,160.92,786.0,768.7,315.7,0.849,18,Medium,Lluvia ligera,76.745,10.3,1,1.0,0.7867,24.4,1.023,0.611,0,1,0,1
38,10,74.7,175.1,113.08,750.0,743.4,442.0,0.946,43,Intermediate,Lluvia ligera,63.66,10.5,1,1.0,0.7126,24.4,1.009,0.263,0,0,0,1
36,3,71.1,184.0,100.59,946.0,755.6,347.8,1.047,37,Hard,Soleado,64.395,6.4,0,1.0,0.7441,21.0,1.252,0.083,0,0,1,0
22,1,69.9,174.7,167.78,831.0,760.6,261.7,0.854,32,Hard,Nublado,82.176,8.6,1,4.0,0.7959,22.9,1.093,0.045,0,0,1,0
40,17,69.1,191.5,238.06,954.0,709.9,422.9,0.847,25,Soft,Nublado,55.82,16.0,1,1.0,0.6468,18.8,1.344,0.425,1,0,0,0
25,19,70.4,172.9,252.75,919.0,761.8,334.5,0.894,43,Medium,Soleado,69.616,19.9,1,1.0,0.7808,23.5,1.206,0.76,0,1,0,0
38,16,78.0,176.1,142.76,630.0,789.7,365.0,0.844,42,Hard,Nublado,75.818,16.6,1,1.0,0.7441,25.2,0.798,0.421,0,0,1,0
20,16,73.6,170.2,141.69,834.0,797.9,476.7,1.006,21,Soft,Lluvia ligera,61.68,13.6,1,1.0,0.6922,25.4,1.045,0.8,1,0,0,1
26,12,72.9,174.7,83.38,913.0,796.8,263.4,0.933,34,Hard,Lluvia intensa,78.73,14.7,1,1.0,0.864,23.9,1.146,0.462,0,0,1,1
34,12,73.1,164.5,48.46,972.0,677.9,387.9,0.917,19,Medium,Lluvia ligera,50.084,13.6,1,1.0,0.6273,27.0,1.434,0.353,0,1,0,1
29,7,77.8,180.3,121.36,819.0,734.4,245.1,0.725,40,Soft,Lluvia intensa,75.366,13.6,1,1.0,0.8176,23.9,1.115,0.241,1,0,0,1
19,4,75.7,173.9,218.64,819.0,751.2,375.9,1.054,28,Medium,Soleado,67.703,10.6,1,1.0,0.762,25.0,1.09,0.211,0,1,0,0
26,16,67.5,185.6,119.24,749.0,701.5,312.3,0.7,25,Soft,Nublado,73.502,18.8,1,1.0,0.7029,19.6,1.068,0.615,1,0,0,0
29,7,68.7,162.4,157.06,1019.0,811.7,420.8,0.582,23,Soft,Lluvia intensa,50.197,12.6,1,1.0,0.7375,26.0,1.255,0.241,1,0,0,1
26,9,68.8,174.7,164.14,943.0,735.2,404.0,0.784,16,Soft,Soleado,57.55,11.8,1,1.0,0.6609,22.5,1.283,0.346,1,0,0,0
31,2,67.6,179.8,204.56,744.0,676.1,272.6,0.666,25,Soft,Lluvia intensa,74.754,11.3,1,4.0,0.7157,20.9,1.1,0.065,1,0,0,1
39,8,71.4,177.0,219.62,774.0,746.2,326.3,0.329,15,Medium,Soleado,76.133,13.0,1,1.0,0.7258,22.8,1.037,0.205,0,1,0,0
27,13,71.7,162.6,104.63,917.0,709.3,327.1,0.771,43,Intermediate,Nublado,62.406,16.5,1,1.0,0.71,27.1,1.293,0.481,0,0,0,0
19,19,69.7,171.9,213.77,862.0,705.4,259.1,0.88,23,Intermediate,Soleado,71.34,15.4,1,1.0,0.7512,23.6,1.222,1.0,0,0,0,0
33,7,76.4,177.3,228.08,1022.0,801.7,290.5,0.61,35,Wet,Soleado,69.208,12.7,1,1.0,0.853,24.3,1.275,0.212,0,0,0,0
18,9,64.7,170.9,227.85,787.0,752.3,275.2,0.874,34,Medium,Lluvia ligera,74.437,15.5,1,1.0,0.7722,22.2,1.046,0.5,0,1,0,1
22,9,65.5,184.0,193.71,929.0,685.4,420.1,0.801,40,Wet,Soleado,50.171,17.8,1,1.0,0.6618,19.3,1.355,0.409,0,0,0,0
37,5,65.6,180.8,105.06,782.0,715.8,403.2,0.716,37,Wet,Nublado,63.755,11.6,1,1.0,0.7149,20.1,1.092,0.135,0,0,0,0
27,4,70.8,175.1,190.2,765.0,729.8,383.6,0.747,33,Medium,Soleado,68.582,16.8,1,6.0,0.7245,23.1,1.048,0.148,0,1,0,0
27,12,62.9,175.0,130.4,784.0,631.0,404.9,0.672,42,Soft,Nublado,59.641,15.5,1,3.0,0.6307,20.5,1.242,0.444,1,0,0,0
26,5,71.2,171.7,131.28,836.0,790.0,270.4,0.894,22,Hard,Lluvia ligera,76.635,13.7,1,1.0,0.7961,24.2,1.058,0.192,0,0,1,1
22,8,69.3,189.5,176.33,897.0,763.5,317.0,0.853,20,Soft,Nublado,69.995,16.6,1,1.0,0.7545,19.3,1.175,0.364,1,0,0,0
24,10,72.9,170.3,128.63,920.0,733.3,239.9,0.735,38,Hard,Soleado,77.256,11.4,1,1.0,0.768,25.1,1.255,0.417,0,0,1,0
26,16,68.3,176.8,111.93,1014.0,661.0,311.1,0.664,29,Intermediate,Soleado,58.608,13.3,1,1.0,0.6976,21.9,1.534,0.615,0,0,0,0
25,11,73.6,174.1,170.81,850.0,829.0,318.0,0.81,15,Intermediate,Lluvia intensa,77.615,13.9,1,1.0,0.8149,24.3,1.025,0.44,0,0,0,1
24,6,69.6,172.8,117.29,726.0,781.4,321.7,0.649,25,Soft,Soleado,78.88,11.9,1,1.0,0.7907,23.3,0.929,0.25,1,0,0,0
41,18,69.5,172.6,186.18,909.0,790.3,417.3,0.712,30,Hard,Soleado,62.374,16.6,1,1.0,0.7547,23.3,1.15,0.439,0,0,1,0
23,15,69.5,182.5,130.36,747.0,817.9,418.4,1.164,30,Medium,Lluvia ligera,71.079,15.0,1,1.0,0.8107,20.9,0.913,0.652,0,1,0,1
20,13,78.7,174.6,225.79,695.0,724.0,335.9,0.773,44,Medium,Soleado,79.279,12.9,1,1.0,0.7359,25.8,0.96,0.65,0,1,0,0
36,13,71.6,173.0,148.46,854.0,684.8,450.8,0.648,21,Hard,Nublado,52.991,18.4,1,1.0,0.601,23.9,1.247,0.361,0,0,1,0
27,10,68.3,185.9,127.87,831.0,713.9,374.7,0.83,25,Hard,Soleado,63.186,18.0,1,1.0,0.6891,19.8,1.164,0.37,0,0,1,0
37,5,57.0,180.5,164.19,1038.0,729.3,277.2,0.908,43,Soft,Lluvia ligera,67.353,9.6,1,1.0,0.7601,17.5,1.423,0.135,1,0,0,1
37,7,67.2,167.8,197.71,927.0,685.8,250.6,0.89,19,Medium,Soleado,68.796,10.8,1,1.0,0.7029,23.9,1.352,0.189,0,1,0,0
37,6,74.4,184.1,46.53,818.0,803.3,373.4,0.936,30,Soft,Lluvia ligera,76.238,12.0,1,1.0,0.7679,22.0,1.018,0.162,1,0,0,1
30,8,67.2,177.4,140.26,864.0,725.2,347.6,0.791,33,Hard,Nublado,66.949,10.7,1,1.0,0.727,21.4,1.191,0.267,0,0,1,0
34,13,72.8,188.7,111.79,834.0,697.4,330.9,0.956,23,Soft,Lluvia ligera,71.668,11.5,1,1.0,0.6696,20.4,1.196,0.382,1,0,0,1
37,8,80.7,180.0,135.22,1034.0,703.3,495.8,0.82,37,Hard,Soleado,42.175,17.1,1,1.0,0.6509,24.9,1.47,0.216,0,0,1,0
26,13,71.1,181.3,168.98,673.0,788.6,259.6,0.732,37,Medium,Nublado,87.598,13.4,1,1.0,0.8299,21.6,0.853,0.5,0,1,0,0
26,3,68.1,174.4,116.87,836.0,721.5,301.7,0.785,21,Medium,Soleado,74.348,7.2,1,5.0,0.7052,22.4,1.159,0.115,0,1,0,0
25,8,65.1,185.4,213.43,755.0,754.2,407.2,0.731,21,Hard,Nublado,67.734,20.4,1,1.0,0.6923,18.9,1.001,0.32,0,0,1,0
34,18,65.6,165.1,124.09,966.0,675.2,362.5,0.752,26,Intermediate,Soleado,52.582,17.4,1,1.0,0.647,24.1,1.431,0.529,0,0,0,0
24,2,72.5,167.0,225.23,712.0,737.0,440.8,0.911,35,Soft,Lluvia intensa,64.399,10.3,1,1.0,0.709,26.0,0.966,0.083,1,0,0,1
39,6,76.3,180.7,128.42,837.0,772.5,323.4,0.906,29,Intermediate,Soleado,73.458,15.2,1,1.0,0.7364,23.4,1.083,0.154,0,0,0,0
37,8,77.4,183.2,128.2,915.0,690.8,365.5,0.729,15,Soft,Nublado,58.409,13.8,1,1.0,0.62,23.1,1.325,0.216,1,0,0,0
28,3,75.0,174.9,179.97,583.0,697.1,378.4,0.762,23,Medium,Soleado,74.911,8.0,0,1.0,0.6721,24.5,0.836,0.107,0,1,0,0
35,5,73.3,175.9,107.5,847.0,784.6,374.5,0.461,42,Intermediate,Soleado,71.695,12.3,1,8.0,0.8011,23.7,1.08,0.143,0,0,0,0
21,16,59.8,181.2,174.04,699.0,762.7,314.3,0.802,34,Soft,Lluvia ligera,80.895,22.4,1,1.0,0.7817,18.2,0.916,0.762,1,0,0,1
24,11,72.0,182.2,197.48,905.0,641.9,346.3,0.807,25,Soft,Nublado,57.619,17.5,1,1.0,0.5994,21.7,1.41,0.458,1,0,0,0
38,3,67.1,174.7,185.23,859.0,767.5,341.5,0.903,21,Soft,Lluvia ligera,71.292,14.0,1,7.0,0.6991,22.0,1.119,0.079,1,0,0,1
29,3,69.2,185.5,106.01,945.0,724.8,354.9,0.753,42,Hard,Nublado,61.187,13.2,1,1.0,0.7237,20.1,1.304,0.103,0,0,1,0
41,16,73.0,175.4,138.33,769.0,705.1,398.6,0.73,43,Soft,Nublado,67.733,12.9,1,1.0,0.6652,23.7,1.091,0.39,1,0,0,0
25,1,66.7,167.3,145.24,668.0,763.3,249.9,0.884,37,Hard,Lluvia ligera,84.779,5.2,1,4.0,0.775,23.8,0.875,0.04,0,0,1,1
32,1,64.4,174.8,150.15,807.0,893.7,490.6,0.782,35,Soft,Nublado,68.452,8.0,0,1.0,0.8183,21.1,0.903,0.031,1,0,0,0
36,7,61.8,184.8,144.38,839.0,746.1,305.0,0.915,36,Hard,Soleado,71.28,12.4,1,1.0,0.7462,18.1,1.125,0.194,0,0,1,0
35,19,68.4,176.4,201.88,869.0,754.1,446.6,0.918,25,Medium,Nublado,57.484,18.8,1,1.0,0.7267,22.0,1.152,0.543,0,1,0,0
18,1,66.2,181.1,177.41,784.0,775.8,286.9,0.675,16,Soft,Soleado,78.781,7.6,0,3.0,0.7633,20.2,1.011,0.056,1,0,0,0
22,8,63.0,169.8,87.5,968.0,832.4,399.9,0.816,37,Soft,Lluvia ligera,64.555,8.7,1,1.0,0.8383,21.9,1.163,0.364,1,0,0,1
22,7,70.9,177.7,170.54,701.0,759.6,159.8,0.878,20,Hard,Soleado,97.216,15.5,1,1.0,0.8011,22.5,0.923,0.318,0,0,1,0
18,12,69.3,175.8,210.72,919.0,814.8,285.7,0.721,23,Soft,Nublado,77.178,18.1,1,1.0,0.796,22.4,1.128,0.667,1,0,0,0
38,15,70.4,160.4,138.12,990.0,783.9,454.8,0.805,15,Medium,Soleado,52.998,15.2,1,1.0,0.6703,27.4,1.263,0.395,0,1,0,0
29,7,70.0,165.6,191.47,964.0,820.4,308.7,0.765,40,Medium,Soleado,74.028,10.4,1,1.0,0.8801,25.5,1.175,0.241,0,1,0,0
29,8,66.3,180.3,256.81,786.0,792.9,271.1,0.796,36,Soft,Lluvia ligera,86.323,13.4,1,1.0,0.8316,20.4,0.991,0.276,1,0,0,1
22,12,73.9,182.7,206.76,832.0,750.3,403.5,0.639,42,Soft,Soleado,65.983,21.0,1,1.0,0.7453,22.1,1.109,0.545,1,0,0,0
28,8,58.8,168.1,156.19,879.0,690.1,293.0,0.961,31,Wet,Nublado,66.745,12.1,1,1.0,0.6883,20.8,1.274,0.286,0,0,0,0
40,17,71.7,169.6,47.95,921.0,786.8,451.4,0.895,25,Soft,Nublado,59.185,11.3,1,1.0,0.7171,24.9,1.171,0.425,1,0,0,0
28,8,69.9,173.5,68.62,701.0,662.0,389.3,0.926,32,Soft,Soleado,67.355,8.9,1,11.0,0.6117,23.2,1.059,0.286,1,0,0,0
18,17,68.2,187.1,205.91,798.0,836.5,251.9,0.903,39,Medium,Nublado,84.952,15.7,1,1.0,0.8964,19.5,0.954,0.944,0,1,0,0
35,19,78.0,178.5,87.69,885.0,891.1,281.4,0.793,27,Soft,Nublado,84.112,22.1,1,1.0,0.9149,24.5,0.993,0.543,1,0,0,0
35,17,64.8,167.3,104.41,959.0,727.6,422.4,0.778,30,Intermediate,Lluvia intensa,55.522,17.5,1,1.0,0.6949,23.2,1.318,0.486,0,0,0,1
20,19,69.2,169.9,105.62,965.0,771.6,341.7,0.739,41,Hard,Soleado,64.388,16.9,1,1.0,0.7886,24.0,1.251,0.95,0,0,1,0
25,7,72.6,182.2,89.62,813.0,765.7,319.1,0.739,33,Soft,Soleado,75.169,12.9,1,1.0,0.7588,21.9,1.062,0.28,1,0,0,0
18,14,69.5,172.8,92.5,813.0,672.0,277.8,0.927,43,Medium,Lluvia intensa,73.778,15.2,1,1.0,0.7432,23.3,1.21,0.778,0,1,0,1
39,13,68.0,164.9,162.52,1001.0,744.5,441.4,0.934,30,Medium,Soleado,52.957,16.3,1,1.0,0.696,25.0,1.345,0.333,0,1,0,0
22,6,75.3,173.4,129.59,768.0,802.0,318.5,0.971,30,Soft,Soleado,79.335,11.5,1,3.0,0.7917,25.0,0.958,0.273,1,0,0,0
34,1,79.6,172.0,134.08,950.0,705.9,272.0,1.165,23,Intermediate,Soleado,63.352,12.5,1,1.0,0.7086,26.9,1.346,0.029,0,0,0,0
21,17,64.0,188.1,112.91,647.0,800.3,389.3,0.998,15,Soft,Soleado,79.011,17.0,1,1.0,0.7334,18.1,0.808,0.81,1,0,0,0
31,7,73.8,175.8,88.22,768.0,780.6,434.3,0.94,33,Medium,Nublado,70.78,7.9,1,1.0,0.722,23.9,0.984,0.226,0,1,0,0
30,11,69.5,181.0,256.71,752.0,669.4,358.9,0.588,34,Intermediate,Nublado,65.812,14.6,1,1.0,0.6686,21.2,1.123,0.367,0,0,0,0
18,16,74.1,156.3,122.48,925.0,705.3,418.6,1.009,42,Intermediate,Lluvia ligera,54.428,14.3,1,1.0,0.6925,30.3,1.311,0.889,0,0,0,1
38,14,64.8,171.9,35.37,909.0,806.1,307.2,0.852,44,Soft,Nublado,73.506,15.2,1,1.0,0.8385,21.9,1.128,0.368,1,0,0,0
37,14,76.3,171.1,267.53,892.0,752.1,334.0,0.816,21,Hard,Soleado,68.517,16.7,1,1.0,0.747,26.1,1.186,0.378,0,0,1,0
36,17,75.5,169.2,169.93,618.0,852.4,240.5,0.931,21,Medium,Soleado,99.047,14.3,1,1.0,0.8749,26.4,0.725,0.472,0,1,0,0
29,13,68.1,186.6,228.03,717.0,731.2,348.7,0.721,30,Intermediate,Soleado,77.121,14.6,1,1.0,0.7559,19.6,0.981,0.448,0,0,0,0
19,13,71.5,195.4,148.74,677.0,760.3,333.9,0.576,20,Soft,Soleado,82.016,11.7,1,1.0,0.7441,18.7,0.89,0.684,1,0,0,0
26,16,74.4,182.0,202.71,882.0,699.3,379.0,0.821,43,Medium,Nublado,62.491,19.7,1,1.0,0.6783,22.5,1.261,0.615,0,1,0,0
26,18,75.6,172.5,200.22,741.0,739.3,286.9,0.704,27,Hard,Lluvia ligera,79.99,16.5,1,1.0,0.7465,25.4,1.002,0.692,0,0,1,1
